Number,Transaction,DateTime,Empty
332,Alex Newhook was added to Montreal Canadiens.,2025-08-15 2:37:08 PM,
333,Anthony Beauvillier was added to Washington Capitals.,2025-08-15 2:37:08 PM,
334,Jiri Kulich was added to Buffalo Sabres.,2025-08-15 2:37:08 PM,
335,Nicholas Robertson was added to Toronto Maple Leafs.,2025-08-15 2:37:08 PM,
336,Evan Bouchard was added to Edmonton Oilers.,2025-08-15 2:37:08 PM,
337,Josh Morrissey was added to Winnipeg Jets.,2025-08-15 2:37:08 PM,
338,Pavel Zacha was added to Boston Bruins.,2025-08-15 2:37:08 PM,
339,Kaapo Kakko was added to Seattle Kraken.,2025-08-15 2:37:08 PM,
340,Jackson LaCombe was added to Anaheim Ducks.,2025-08-15 2:37:08 PM,
341,Jean-Gabriel Pageau was added to New York Islanders.,2025-08-15 2:37:08 PM,
342,Logan Stankoven was added to Carolina Hurricanes.,2025-08-15 2:37:08 PM,
343,Morgan Frost was added to Calgary Flames.,2025-08-15 2:37:08 PM,
344,Eric Robinson was added to Carolina Hurricanes.,2025-08-15 2:37:08 PM,
345,Joel Eriksson Ek was added to Minnesota Wild.,2025-08-15 2:37:08 PM,
346,Marcus Foligno was added to Minnesota Wild.,2025-08-15 2:37:08 PM,
347,Andrew Mangiapane was added to Washington Capitals.,2025-08-15 2:37:08 PM,
348,Kevin Stenlund was added to Utah Mammoth.,2025-08-15 2:37:08 PM,
349,Nic Dowd was added to Washington Capitals.,2025-08-15 2:37:08 PM,
350,Chandler Stephenson was added to Seattle Kraken.,2025-08-15 2:37:08 PM,
351,Reilly Smith was added to Vegas Golden Knights.,2025-08-15 2:37:08 PM,
352,Jordan Staal was added to Carolina Hurricanes.,2025-08-15 2:37:08 PM,
353,Jake Evans was added to Montreal Canadiens.,2025-08-15 2:37:08 PM,
354,Ridly Greig was added to Ottawa Senators.,2025-08-15 2:37:08 PM,
355,Scott Laughton was added to Toronto Maple Leafs.,2025-08-15 2:37:08 PM,
356,Brandon Saad was added to Vegas Golden Knights.,2025-08-15 2:37:08 PM,
357,Connor Brown was added to Edmonton Oilers.,2025-08-15 2:37:08 PM,
358,Connor Zary was added to Calgary Flames.,2025-08-15 2:37:08 PM,
359,Jack McBain was added to Utah Mammoth.,2025-08-15 2:37:08 PM,
360,Filip Chytil was added to Vancouver Canucks.,2025-08-15 2:37:08 PM,
361,Kevin Hayes was added to Pittsburgh Penguins.,2025-08-15 2:37:08 PM,
362,Tommy Novak was added to Pittsburgh Penguins.,2025-08-15 2:37:08 PM,
363,Bobby Brink was added to Philadelphia Flyers.,2025-08-15 2:37:08 PM,
364,Jesperi Kotkaniemi was added to Carolina Hurricanes.,2025-08-15 2:37:08 PM,
365,Christian Dvorak was added to Montreal Canadiens.,2025-08-15 2:37:08 PM,
366,Trevor Zegras was added to Anaheim Ducks.,2025-08-15 2:37:08 PM,
367,Ryan Poehling was added to Philadelphia Flyers.,2025-08-15 2:37:08 PM,
368,Keegan Kolesar was added to Vegas Golden Knights.,2025-08-15 2:37:08 PM,
369,Tanner Pearson was added to Vegas Golden Knights.,2025-08-15 2:37:08 PM,
370,Adam Henrique was added to Edmonton Oilers.,2025-08-15 2:37:08 PM,
371,Frank Nazar was added to Chicago Blackhawks.,2025-08-15 2:37:08 PM,
372,Jonatan Berggren was added to Detroit Red Wings.,2025-08-15 2:37:08 PM,
373,Jesper Boqvist was added to Florida Panthers.,2025-08-15 2:37:08 PM,
374,Jonny Brodzinski was added to New York Rangers.,2025-08-15 2:37:08 PM,
375,Mitchell Chaffee was added to Tampa Bay Lightning.,2025-08-15 2:37:08 PM,
376,Lawson Crouse was added to Utah Mammoth.,2025-08-15 2:37:08 PM,
377,Mark Jankowski was added to Carolina Hurricanes.,2025-08-15 2:37:08 PM,
378,Jake Sanderson was added to Ottawa Senators.,2025-08-15 2:37:08 PM,
379,Erik Karlsson was added to Pittsburgh Penguins.,2025-08-15 2:37:08 PM,
380,Vince Dunn was added to Seattle Kraken.,2025-08-15 2:37:08 PM,
381,Vladislav Namestnikov was added to Winnipeg Jets.,2025-08-15 2:37:08 PM,
382,Jonathan Drouin was added to Colorado Avalanche.,2025-08-15 2:37:08 PM,
383,Andrei Kuzmenko was added to Los Angeles Kings.,2025-08-15 2:37:08 PM,
384,Marcus Johansson was added to Minnesota Wild.,2025-08-15 2:37:08 PM,
385,Cole Sillinger was added to Columbus Blue Jackets.,2025-08-15 2:37:08 PM,
386,Vladimir Tarasenko was added to Detroit Red Wings.,2025-08-15 2:37:08 PM,
387,J.T. Compher was added to Detroit Red Wings.,2025-08-15 2:37:08 PM,
388,Gustav Forsling was added to Florida Panthers.,2025-08-15 2:37:08 PM,
389,Rasmus Andersson was added to Calgary Flames.,2025-08-15 2:37:08 PM,
390,Joel Armia was added to Montreal Canadiens.,2025-08-15 2:37:08 PM,
391,Gustav Nyquist was added to Minnesota Wild.,2025-08-15 2:37:08 PM,
392,Michael Amadio was added to Ottawa Senators.,2025-08-15 2:37:08 PM,
393,Ryan Hartman was added to Minnesota Wild.,2025-08-15 2:37:08 PM,
394,Mavrik Bourque was added to Dallas Stars.,2025-08-15 2:37:08 PM,
395,Joel Farabee was added to Calgary Flames.,2025-08-15 2:37:08 PM,
396,Philip Tomasino was added to Pittsburgh Penguins.,2025-08-15 2:37:08 PM,
397,Justin Brazeau was added to Minnesota Wild.,2025-08-15 2:37:08 PM,
398,Erik Haula was added to New Jersey Devils.,2025-08-15 2:37:08 PM,
399,Michael Rasmussen was added to Detroit Red Wings.,2025-08-15 2:37:08 PM,
400,Blake Lizotte was added to Pittsburgh Penguins.,2025-08-15 2:37:08 PM,
401,Luke Kunin was added to Columbus Blue Jackets.,2025-08-15 2:37:08 PM,
402,Adam Fox was added to New York Rangers.,2025-08-15 2:37:08 PM,
403,Devon Toews was added to Colorado Avalanche.,2025-08-15 2:37:08 PM,
404,Ryan Strome was added to Anaheim Ducks.,2025-08-15 2:37:08 PM,
405,Neal Pionk was added to Winnipeg Jets.,2025-08-15 2:37:08 PM,
406,Noah Dobson was added to New York Islanders.,2025-08-15 2:37:08 PM,
407,Noah Hanifin was added to Vegas Golden Knights.,2025-08-15 2:37:08 PM,
408,Andre Burakovsky was added to Seattle Kraken.,2025-08-15 2:37:08 PM,
409,Maxim Tsyplakov was added to New York Islanders.,2025-08-15 2:37:08 PM,
410,Alexander Wennberg was added to San Jose Sharks.,2025-08-15 2:37:08 PM,
411,Brady Skjei was added to Nashville Predators.,2025-08-15 2:37:08 PM,
412,Luke Evangelista was added to Nashville Predators.,2025-08-15 2:37:08 PM,
413,Brock Faber was added to Minnesota Wild.,2025-08-15 2:37:08 PM,
414,Zach Benson was added to Buffalo Sabres.,2025-08-15 2:37:08 PM,
415,Peyton Krebs was added to Buffalo Sabres.,2025-08-15 2:37:08 PM,
416,Drew O'Connor was added to Vancouver Canucks.,2025-08-15 2:37:08 PM,
417,Andrew Copp was added to Detroit Red Wings.,2025-08-15 2:37:08 PM,
418,Kirby Dach was added to Montreal Canadiens.,2025-08-15 2:37:08 PM,
419,Mason Appleton was added to Winnipeg Jets.,2025-08-15 2:37:08 PM,
420,Brandon Tanev was added to Winnipeg Jets.,2025-08-15 2:37:08 PM,
421,Lars Eller was added to Washington Capitals.,2025-08-15 2:37:08 PM,
422,Garnet Hathaway was added to Philadelphia Flyers.,2025-08-15 2:37:08 PM,
423,Logan O'Connor was added to Colorado Avalanche.,2025-08-15 2:37:08 PM,
424,Emil Heineman was added to Montreal Canadiens.,2025-08-15 2:37:08 PM,
425,Cole Koepke was added to Boston Bruins.,2025-08-15 2:37:08 PM,
426,Sam Colangelo was added to Anaheim Ducks.,2025-08-15 2:37:08 PM,
427,Thomas Chabot was added to Ottawa Senators.,2025-08-15 2:37:08 PM,
428,Dougie Hamilton was added to New Jersey Devils.,2025-08-15 2:37:08 PM,
429,Cam Fowler was added to St. Louis Blues.,2025-08-15 2:37:08 PM,
430,Roman Josi was added to Nashville Predators.,2025-08-15 2:37:08 PM,
431,Seth Jones was added to Florida Panthers.,2025-08-15 2:37:08 PM,
432,Mattias Ekholm was added to Edmonton Oilers.,2025-08-15 2:37:08 PM,
433,Kris Letang was added to Pittsburgh Penguins.,2025-08-15 2:37:08 PM,
434,William Karlsson was added to Vegas Golden Knights.,2025-08-15 2:37:08 PM,
435,Danton Heinen was added to Pittsburgh Penguins.,2025-08-15 2:37:08 PM,
436,Jordan Eberle was added to Seattle Kraken.,2025-08-15 2:37:08 PM,
437,Dante Fabbro was added to Columbus Blue Jackets.,2025-08-15 2:37:08 PM,
438,Alex Turcotte was added to Los Angeles Kings.,2025-08-15 2:37:08 PM,
439,Eetu Luostarinen was added to Florida Panthers.,2025-08-15 2:37:08 PM,
440,Tyler Seguin was added to Dallas Stars.,2025-08-15 2:37:08 PM,
441,Justin Danforth was added to Columbus Blue Jackets.,2025-08-15 2:37:08 PM,
442,Brandon Duhaime was added to Washington Capitals.,2025-08-15 2:37:08 PM,
443,Craig Smith was added to Detroit Red Wings.,2025-08-15 2:37:08 PM,
444,David Perron was added to Ottawa Senators.,2025-08-15 2:37:08 PM,
445,Michael Eyssimont was added to Seattle Kraken.,2025-08-15 2:37:08 PM,
446,Jakub Vrana was added to Nashville Predators.,2025-08-15 2:37:08 PM,
447,MacKenzie Weegar was added to Calgary Flames.,2025-08-15 2:37:08 PM,
448,Moritz Seider was added to Detroit Red Wings.,2025-08-15 2:37:08 PM,
449,Phillip Danault was added to Los Angeles Kings.,2025-08-15 2:37:08 PM,
450,Max Domi was added to Toronto Maple Leafs.,2025-08-15 2:37:08 PM,
451,Travis Sanheim was added to Philadelphia Flyers.,2025-08-15 2:37:08 PM,
452,Philip Broberg was added to St. Louis Blues.,2025-08-15 2:37:08 PM,
453,Teddy Blueger was added to Vancouver Canucks.,2025-08-15 2:37:08 PM,
454,Nils Hoglander was added to Vancouver Canucks.,2025-08-15 2:37:08 PM,
455,Vasily Podkolzin was added to Edmonton Oilers.,2025-08-15 2:37:08 PM,
456,Lukas Reichel was added to Chicago Blackhawks.,2025-08-15 2:37:08 PM,
457,Jake Middleton was added to Minnesota Wild.,2025-08-15 2:37:08 PM,
458,Gage Goncalves was added to Tampa Bay Lightning.,2025-08-15 2:37:08 PM,
459,Nick Bjugstad was added to Utah Mammoth.,2025-08-15 2:37:08 PM,
460,Steven Lorentz was added to Toronto Maple Leafs.,2025-08-15 2:37:08 PM,
461,Parker Kelly was added to Colorado Avalanche.,2025-08-15 2:37:08 PM,
462,Matias Maccelli was added to Utah Mammoth.,2025-08-15 2:37:08 PM,
463,Jack Drury was added to Colorado Avalanche.,2025-08-15 2:37:08 PM,
464,Fedor Svechkov was added to Nashville Predators.,2025-08-15 2:37:08 PM,
465,Joe Veleno was added to Chicago Blackhawks.,2025-08-15 2:37:08 PM,
466,Robby Fabbri was added to Anaheim Ducks.,2025-08-15 2:37:08 PM,
467,Nathan Walker was added to St. Louis Blues.,2025-08-15 2:37:08 PM,
468,Trent Frederic was added to Edmonton Oilers.,2025-08-15 2:37:08 PM,
469,Pierre Engvall was added to New York Islanders.,2025-08-15 2:37:08 PM,
470,Morgan Barron was added to Winnipeg Jets.,2025-08-15 2:37:08 PM,
471,Conor Geekie was added to Tampa Bay Lightning.,2025-08-15 2:37:08 PM,
472,Marc Gatcomb was added to New York Islanders.,2025-08-15 2:37:08 PM,
473,Shea Theodore was added to Vegas Golden Knights.,2025-08-15 2:37:08 PM,
474,Shayne Gostisbehere was added to Carolina Hurricanes.,2025-08-15 2:37:08 PM,
475,Luke Hughes was added to New Jersey Devils.,2025-08-15 2:37:08 PM,
476,Morgan Rielly was added to Toronto Maple Leafs.,2025-08-15 2:37:08 PM,
477,Jake Walman was added to Edmonton Oilers.,2025-08-15 2:37:08 PM,
478,Owen Power was added to Buffalo Sabres.,2025-08-15 2:37:08 PM,
479,Bowen Byram was added to Buffalo Sabres.,2025-08-15 2:37:08 PM,
480,Ivan Provorov was added to Columbus Blue Jackets.,2025-08-15 2:37:08 PM,
481,Jared Spurgeon was added to Minnesota Wild.,2025-08-15 2:37:08 PM,
482,Yanni Gourde was added to Tampa Bay Lightning.,2025-08-15 2:37:08 PM,
483,Simon Edvinsson was added to Detroit Red Wings.,2025-08-15 2:37:08 PM,
484,Michael Kesselring was added to Utah Mammoth.,2025-08-15 2:37:08 PM,
485,Adam Larsson was added to Seattle Kraken.,2025-08-15 2:37:08 PM,
486,K'Andre Miller was added to New York Rangers.,2025-08-15 2:37:08 PM,
487,Taylor Raddysh was added to Washington Capitals.,2025-08-15 2:37:08 PM,
488,Brett Kulak was added to Edmonton Oilers.,2025-08-15 2:37:08 PM,
489,Charlie McAvoy was added to Boston Bruins.,2025-08-15 2:37:08 PM,
490,Colton Sissons was added to Nashville Predators.,2025-08-15 2:37:08 PM,
491,Nikolai Kovalenko was added to San Jose Sharks.,2025-08-15 2:37:08 PM,
492,Olen Zellweger was added to Anaheim Ducks.,2025-08-15 2:37:08 PM,
493,Jamie Drysdale was added to Philadelphia Flyers.,2025-08-15 2:37:08 PM,
494,Boone Jenner was added to Columbus Blue Jackets.,2025-08-15 2:37:08 PM,
495,Jakob Pelletier was added to Philadelphia Flyers.,2025-08-15 2:37:08 PM,
496,Josh Doan was added to Utah Mammoth.,2025-08-15 2:37:08 PM,
497,Michael Carcone was added to Utah Mammoth.,2025-08-15 2:37:08 PM,
498,Pontus Holmberg was added to Toronto Maple Leafs.,2025-08-15 2:37:08 PM,
499,Jalen Chatfield was added to Carolina Hurricanes.,2025-08-15 2:37:08 PM,
500,Tomas Tatar was added to New Jersey Devils.,2025-08-15 2:37:08 PM,
501,Casey Cizikas was added to New York Islanders.,2025-08-15 2:37:08 PM,
502,Jason Dickinson was added to Chicago Blackhawks.,2025-08-15 2:37:08 PM,
503,Yegor Chinakhov was added to Columbus Blue Jackets.,2025-08-15 2:37:08 PM,
504,Yakov Trenin was added to Minnesota Wild.,2025-08-15 2:37:08 PM,
505,Philipp Kurashev was added to Chicago Blackhawks.,2025-08-15 2:37:08 PM,
506,Dakota Joshua was added to Vancouver Canucks.,2025-08-15 2:37:08 PM,
507,Nico Sturm was added to Florida Panthers.,2025-08-15 2:37:08 PM,
508,Tanner Jeannot was added to Los Angeles Kings.,2025-08-15 2:37:08 PM,
509,Aatu Raty was added to Vancouver Canucks.,2025-08-15 2:37:08 PM,
510,Anthony Duclair was added to New York Islanders.,2025-08-15 2:37:08 PM,
511,Lane Hutson was added to Montreal Canadiens.,2025-08-15 2:37:08 PM,
512,Darren Raddysh was added to Tampa Bay Lightning.,2025-08-15 2:37:08 PM,
513,Mike Matheson was added to Montreal Canadiens.,2025-08-15 2:37:08 PM,
514,Brent Burns was added to Carolina Hurricanes.,2025-08-15 2:37:08 PM,
515,Dmitry Orlov was added to Carolina Hurricanes.,2025-08-15 2:37:08 PM,
516,Jaccob Slavin was added to Carolina Hurricanes.,2025-08-15 2:37:08 PM,
517,Damon Severson was added to Columbus Blue Jackets.,2025-08-15 2:37:08 PM,
518,Sam Steel was added to Dallas Stars.,2025-08-15 2:37:08 PM,
519,Tyler Myers was added to Vancouver Canucks.,2025-08-15 2:37:08 PM,
520,Mikey Anderson was added to Los Angeles Kings.,2025-08-15 2:37:08 PM,
521,Cody Glass was added to New Jersey Devils.,2025-08-15 2:37:08 PM,
522,Niko Mikkola was added to Florida Panthers.,2025-08-15 2:37:08 PM,
523,Braden Schneider was added to New York Rangers.,2025-08-15 2:37:08 PM,
524,Mathew Barzal was added to New York Islanders.,2025-08-15 2:37:08 PM,
525,Dylan Samberg was added to Winnipeg Jets.,2025-08-15 2:37:08 PM,
526,Oskar Sundqvist was added to St. Louis Blues.,2025-08-15 2:37:08 PM,
527,Joel Edmundson was added to Los Angeles Kings.,2025-08-15 2:37:08 PM,
528,Sam Carrick was added to New York Rangers.,2025-08-15 2:37:08 PM,
529,Nick Perbix was added to Tampa Bay Lightning.,2025-08-15 2:37:08 PM,
530,Kaiden Guhle was added to Montreal Canadiens.,2025-08-15 2:37:08 PM,
531,Colin Blackwell was added to Dallas Stars.,2025-08-15 2:37:08 PM,
532,Timothy Liljegren was added to San Jose Sharks.,2025-08-15 2:37:08 PM,
533,A.J. Greer was added to Florida Panthers.,2025-08-15 2:37:08 PM,
534,Sean Kuraly was added to Columbus Blue Jackets.,2025-08-15 2:37:08 PM,
535,Juuso Parssinen was added to New York Rangers.,2025-08-15 2:37:08 PM,
536,Nick Cousins was added to Ottawa Senators.,2025-08-15 2:37:08 PM,
537,Kasperi Kapanen was added to Edmonton Oilers.,2025-08-15 2:37:08 PM,
538,Justin Barron was added to Nashville Predators.,2025-08-15 2:37:08 PM,
539,Tye Kartye was added to Seattle Kraken.,2025-08-15 2:37:08 PM,
540,Trevor Lewis was added to Los Angeles Kings.,2025-08-15 2:37:08 PM,
541,Alexandre Texier was added to St. Louis Blues.,2025-08-15 2:37:08 PM,
542,Adam Klapka was added to Calgary Flames.,2025-08-15 2:37:08 PM,
543,Brett Berard was added to New York Rangers.,2025-08-15 2:37:08 PM,
544,John Carlson was added to Washington Capitals.,2025-08-15 2:37:08 PM,
545,Filip Hronek was added to Vancouver Canucks.,2025-08-15 2:37:08 PM,
546,Darnell Nurse was added to Edmonton Oilers.,2025-08-15 2:37:08 PM,
547,Mason Lohrei was added to Boston Bruins.,2025-08-15 2:37:08 PM,
548,Brandt Clarke was added to Los Angeles Kings.,2025-08-15 2:37:08 PM,
549,Vladislav Gavrikov was added to Los Angeles Kings.,2025-08-15 2:37:08 PM,
550,Esa Lindell was added to Dallas Stars.,2025-08-15 2:37:08 PM,
551,Miro Heiskanen was added to Dallas Stars.,2025-08-15 2:37:08 PM,
552,Ryker Evans was added to Seattle Kraken.,2025-08-15 2:37:08 PM,
553,Ryan Pulock was added to New York Islanders.,2025-08-15 2:37:08 PM,
554,Brayden McNabb was added to Vegas Golden Knights.,2025-08-15 2:37:08 PM,
555,Pavel Mintyukov was added to Anaheim Ducks.,2025-08-15 2:37:08 PM,
556,Nate Schmidt was added to Florida Panthers.,2025-08-15 2:37:08 PM,
557,Brett Leason was added to Anaheim Ducks.,2025-08-15 2:37:08 PM,
558,Mario Ferraro was added to San Jose Sharks.,2025-08-15 2:37:08 PM,
559,Sean Walker was added to Carolina Hurricanes.,2025-08-15 2:37:08 PM,
560,Zachary L'Heureux was added to Nashville Predators.,2025-08-15 2:37:08 PM,
561,Radek Faksa was added to St. Louis Blues.,2025-08-15 2:37:08 PM,
562,Sam Malinski was added to Colorado Avalanche.,2025-08-15 2:37:08 PM,
563,Will Borgen was added to New York Rangers.,2025-08-15 2:37:08 PM,
564,Mark Kastelic was added to Boston Bruins.,2025-08-15 2:37:08 PM,
565,Michael McCarron was added to Nashville Predators.,2025-08-15 2:37:08 PM,
566,Max Pacioretty was added to Toronto Maple Leafs.,2025-08-15 2:37:08 PM,
567,David Kampf was added to Toronto Maple Leafs.,2025-08-15 2:37:08 PM,
568,Alec Martinez was added to Chicago Blackhawks.,2025-08-15 2:37:08 PM,
569,Nicolas Hague was added to Vegas Golden Knights.,2025-08-15 2:37:08 PM,
570,Marat Khusnutdinov was added to Boston Bruins.,2025-08-15 2:37:08 PM,
571,Noel Acciari was added to Pittsburgh Penguins.,2025-08-15 2:37:08 PM,
572,Collin Graf was added to San Jose Sharks.,2025-08-15 2:37:08 PM,
573,Jakub Lauko was added to Boston Bruins.,2025-08-15 2:37:08 PM,
574,Vinnie Hinostroza was added to Minnesota Wild.,2025-08-15 2:37:08 PM,
575,Kevin Rooney was added to Calgary Flames.,2025-08-15 2:37:08 PM,
576,Adam Edstrom was added to New York Rangers.,2025-08-15 2:37:08 PM,
577,Ivan Ivan was added to Colorado Avalanche.,2025-08-15 2:37:08 PM,
578,Jimmy Vesey was added to Colorado Avalanche.,2025-08-15 2:37:08 PM,
579,Rasmus Kupari was added to Winnipeg Jets.,2025-08-15 2:37:08 PM,
580,Barclay Goodrow was added to San Jose Sharks.,2025-08-15 2:37:08 PM,
581,Alex Pietrangelo was added to Vegas Golden Knights.,2025-08-15 2:37:08 PM,
582,Justin Faulk was added to St. Louis Blues.,2025-08-15 2:37:08 PM,
583,Ryan McDonagh was added to Tampa Bay Lightning.,2025-08-15 2:37:08 PM,
584,Alex Vlasic was added to Chicago Blackhawks.,2025-08-15 2:37:08 PM,
585,Rasmus Sandin was added to Washington Capitals.,2025-08-15 2:37:08 PM,
586,Oliver Ekman-Larsson was added to Toronto Maple Leafs.,2025-08-15 2:37:08 PM,
587,Marcus Pettersson was added to Vancouver Canucks.,2025-08-15 2:37:08 PM,
588,Jordan Spence was added to Los Angeles Kings.,2025-08-15 2:37:08 PM,
589,Martin Pospisil was added to Calgary Flames.,2025-08-15 2:37:08 PM,
590,Cody Ceci was added to Dallas Stars.,2025-08-15 2:37:08 PM,
591,Ryan Lindgren was added to Colorado Avalanche.,2025-08-15 2:37:08 PM,
592,Nikita Zadorov was added to Boston Bruins.,2025-08-15 2:37:08 PM,
593,Jonas Brodin was added to Minnesota Wild.,2025-08-15 2:37:08 PM,
594,Alexander Romanov was added to New York Islanders.,2025-08-15 2:37:08 PM,
595,Tony DeAngelo was added to New York Islanders.,2025-08-15 2:37:08 PM,
596,Rasmus Ristolainen was added to Philadelphia Flyers.,2025-08-15 2:37:08 PM,
597,Uvis Balinskis was added to Florida Panthers.,2025-08-15 2:37:08 PM,
598,Alexey Toropchenko was added to St. Louis Blues.,2025-08-15 2:37:08 PM,
599,Drew Doughty was added to Los Angeles Kings.,2025-08-15 2:37:08 PM,
600,Cam York was added to Philadelphia Flyers.,2025-08-15 2:37:08 PM,
601,Jamie Oleksiak was added to Seattle Kraken.,2025-08-15 2:37:08 PM,
602,Nick Blankenburg was added to Nashville Predators.,2025-08-15 2:37:08 PM,
603,Zach Bogosian was added to Minnesota Wild.,2025-08-15 2:37:08 PM,
604,Colin Miller was added to Winnipeg Jets.,2025-08-15 2:37:08 PM,
