Number,Transaction
324,[2025-08-15 2:37:08 PM] - Evan Rodrigues was added to Florida Panthers.
325,[2025-08-15 2:37:08 PM] - Nicolas Roy was added to Vegas Golden Knights.
326,[2025-08-15 2:37:08 PM] - Mackie Samoskevich was added to Florida Panthers.
327,[2025-08-15 2:37:08 PM] - Alex Iafallo was added to Winnipeg Jets.
328,[2025-08-15 2:37:08 PM] - Victor Olofsson was added to Vegas Golden Knights.
329,[2025-08-15 2:37:08 PM] - Ondrej Palat was added to New Jersey Devils.
330,[2025-08-15 2:37:08 PM] - Viktor Arvidsson was added to Edmonton Oilers.
331,[2025-08-15 2:37:08 PM] - Josh Anderson was added to Montreal Canadiens.
332,[2025-08-15 2:37:08 PM] - Alex Newhook was added to Montreal Canadiens.
333,[2025-08-15 2:37:08 PM] - Anthony Beauvillier was added to Washington Capitals.
334,[2025-08-15 2:37:08 PM] - Jiri Kulich was added to Buffalo Sabres.
335,[2025-08-15 2:37:08 PM] - Nicholas Robertson was added to Toronto Maple Leafs.
336,[2025-08-15 2:37:08 PM] - Evan Bouchard was added to Edmonton Oilers.
337,[2025-08-15 2:37:08 PM] - Josh Morrissey was added to Winnipeg Jets.
338,[2025-08-15 2:37:08 PM] - Pavel Zacha was added to Boston Bruins.
339,[2025-08-15 2:37:08 PM] - Kaapo Kakko was added to Seattle Kraken.
340,[2025-08-15 2:37:08 PM] - Jackson LaCombe was added to Anaheim Ducks.
341,[2025-08-15 2:37:08 PM] - Jean-Gabriel Pageau was added to New York Islanders.
342,[2025-08-15 2:37:08 PM] - Logan Stankoven was added to Carolina Hurricanes.
343,[2025-08-15 2:37:08 PM] - Morgan Frost was added to Calgary Flames.
344,[2025-08-15 2:37:08 PM] - Eric Robinson was added to Carolina Hurricanes.
345,[2025-08-15 2:37:08 PM] - Joel Eriksson Ek was added to Minnesota Wild.
346,[2025-08-15 2:37:08 PM] - Marcus Foligno was added to Minnesota Wild.
347,[2025-08-15 2:37:08 PM] - Andrew Mangiapane was added to Washington Capitals.
348,[2025-08-15 2:37:08 PM] - Kevin Stenlund was added to Utah Mammoth.
349,[2025-08-15 2:37:08 PM] - Nic Dowd was added to Washington Capitals.
350,[2025-08-15 2:37:08 PM] - Chandler Stephenson was added to Seattle Kraken.
351,[2025-08-15 2:37:08 PM] - Reilly Smith was added to Vegas Golden Knights.
352,[2025-08-15 2:37:08 PM] - Jordan Staal was added to Carolina Hurricanes.
353,[2025-08-15 2:37:08 PM] - Jake Evans was added to Montreal Canadiens.
354,[2025-08-15 2:37:08 PM] - Ridly Greig was added to Ottawa Senators.
355,[2025-08-15 2:37:08 PM] - Scott Laughton was added to Toronto Maple Leafs.
356,[2025-08-15 2:37:08 PM] - Brandon Saad was added to Vegas Golden Knights.
357,[2025-08-15 2:37:08 PM] - Connor Brown was added to Edmonton Oilers.
358,[2025-08-15 2:37:08 PM] - Connor Zary was added to Calgary Flames.
359,[2025-08-15 2:37:08 PM] - Jack McBain was added to Utah Mammoth.
360,[2025-08-15 2:37:08 PM] - Filip Chytil was added to Vancouver Canucks.
361,[2025-08-15 2:37:08 PM] - Kevin Hayes was added to Pittsburgh Penguins.
362,[2025-08-15 2:37:08 PM] - Tommy Novak was added to Pittsburgh Penguins.
363,[2025-08-15 2:37:08 PM] - Bobby Brink was added to Philadelphia Flyers.
364,[2025-08-15 2:37:08 PM] - Jesperi Kotkaniemi was added to Carolina Hurricanes.
365,[2025-08-15 2:37:08 PM] - Christian Dvorak was added to Montreal Canadiens.
366,[2025-08-15 2:37:08 PM] - Trevor Zegras was added to Anaheim Ducks.
367,[2025-08-15 2:37:08 PM] - Ryan Poehling was added to Philadelphia Flyers.
368,[2025-08-15 2:37:08 PM] - Keegan Kolesar was added to Vegas Golden Knights.
369,[2025-08-15 2:37:08 PM] - Tanner Pearson was added to Vegas Golden Knights.
370,[2025-08-15 2:37:08 PM] - Adam Henrique was added to Edmonton Oilers.
371,[2025-08-15 2:37:08 PM] - Frank Nazar was added to Chicago Blackhawks.
372,[2025-08-15 2:37:08 PM] - Jonatan Berggren was added to Detroit Red Wings.
373,[2025-08-15 2:37:08 PM] - Jesper Boqvist was added to Florida Panthers.
374,[2025-08-15 2:37:08 PM] - Jonny Brodzinski was added to New York Rangers.
375,[2025-08-15 2:37:08 PM] - Mitchell Chaffee was added to Tampa Bay Lightning.
376,[2025-08-15 2:37:08 PM] - Lawson Crouse was added to Utah Mammoth.
377,[2025-08-15 2:37:08 PM] - Mark Jankowski was added to Carolina Hurricanes.
378,[2025-08-15 2:37:08 PM] - Jake Sanderson was added to Ottawa Senators.
379,[2025-08-15 2:37:08 PM] - Erik Karlsson was added to Pittsburgh Penguins.
380,[2025-08-15 2:37:08 PM] - Vince Dunn was added to Seattle Kraken.
381,[2025-08-15 2:37:08 PM] - Vladislav Namestnikov was added to Winnipeg Jets.
382,[2025-08-15 2:37:08 PM] - Jonathan Drouin was added to Colorado Avalanche.
383,[2025-08-15 2:37:08 PM] - Andrei Kuzmenko was added to Los Angeles Kings.
384,[2025-08-15 2:37:08 PM] - Marcus Johansson was added to Minnesota Wild.
385,[2025-08-15 2:37:08 PM] - Cole Sillinger was added to Columbus Blue Jackets.
386,[2025-08-15 2:37:08 PM] - Vladimir Tarasenko was added to Detroit Red Wings.
387,[2025-08-15 2:37:08 PM] - J.T. Compher was added to Detroit Red Wings.
388,[2025-08-15 2:37:08 PM] - Gustav Forsling was added to Florida Panthers.
389,[2025-08-15 2:37:08 PM] - Rasmus Andersson was added to Calgary Flames.
390,[2025-08-15 2:37:08 PM] - Joel Armia was added to Montreal Canadiens.
391,[2025-08-15 2:37:08 PM] - Gustav Nyquist was added to Minnesota Wild.
392,[2025-08-15 2:37:08 PM] - Michael Amadio was added to Ottawa Senators.
393,[2025-08-15 2:37:08 PM] - Ryan Hartman was added to Minnesota Wild.
394,[2025-08-15 2:37:08 PM] - Mavrik Bourque was added to Dallas Stars.
395,[2025-08-15 2:37:08 PM] - Joel Farabee was added to Calgary Flames.
396,[2025-08-15 2:37:08 PM] - Philip Tomasino was added to Pittsburgh Penguins.
397,[2025-08-15 2:37:08 PM] - Justin Brazeau was added to Minnesota Wild.
398,[2025-08-15 2:37:08 PM] - Erik Haula was added to New Jersey Devils.
399,[2025-08-15 2:37:08 PM] - Michael Rasmussen was added to Detroit Red Wings.
400,[2025-08-15 2:37:08 PM] - Blake Lizotte was added to Pittsburgh Penguins.
401,[2025-08-15 2:37:08 PM] - Luke Kunin was added to Columbus Blue Jackets.
402,[2025-08-15 2:37:08 PM] - Adam Fox was added to New York Rangers.
403,[2025-08-15 2:37:08 PM] - Devon Toews was added to Colorado Avalanche.
404,[2025-08-15 2:37:08 PM] - Ryan Strome was added to Anaheim Ducks.
405,[2025-08-15 2:37:08 PM] - Neal Pionk was added to Winnipeg Jets.
406,[2025-08-15 2:37:08 PM] - Noah Dobson was added to New York Islanders.
407,[2025-08-15 2:37:08 PM] - Noah Hanifin was added to Vegas Golden Knights.
408,[2025-08-15 2:37:08 PM] - Andre Burakovsky was added to Seattle Kraken.
409,[2025-08-15 2:37:08 PM] - Maxim Tsyplakov was added to New York Islanders.
410,[2025-08-15 2:37:08 PM] - Alexander Wennberg was added to San Jose Sharks.
411,[2025-08-15 2:37:08 PM] - Brady Skjei was added to Nashville Predators.
412,[2025-08-15 2:37:08 PM] - Luke Evangelista was added to Nashville Predators.
413,[2025-08-15 2:37:08 PM] - Brock Faber was added to Minnesota Wild.
414,[2025-08-15 2:37:08 PM] - Zach Benson was added to Buffalo Sabres.
415,[2025-08-15 2:37:08 PM] - Peyton Krebs was added to Buffalo Sabres.
416,[2025-08-15 2:37:08 PM] - Drew O'Connor was added to Vancouver Canucks.
417,[2025-08-15 2:37:08 PM] - Andrew Copp was added to Detroit Red Wings.
418,[2025-08-15 2:37:08 PM] - Kirby Dach was added to Montreal Canadiens.
419,[2025-08-15 2:37:08 PM] - Mason Appleton was added to Winnipeg Jets.
420,[2025-08-15 2:37:08 PM] - Brandon Tanev was added to Winnipeg Jets.
421,[2025-08-15 2:37:08 PM] - Lars Eller was added to Washington Capitals.
422,[2025-08-15 2:37:08 PM] - Garnet Hathaway was added to Philadelphia Flyers.
423,[2025-08-15 2:37:08 PM] - Logan O'Connor was added to Colorado Avalanche.
424,[2025-08-15 2:37:08 PM] - Emil Heineman was added to Montreal Canadiens.
425,[2025-08-15 2:37:08 PM] - Cole Koepke was added to Boston Bruins.
426,[2025-08-15 2:37:08 PM] - Sam Colangelo was added to Anaheim Ducks.
427,[2025-08-15 2:37:08 PM] - Thomas Chabot was added to Ottawa Senators.
428,[2025-08-15 2:37:08 PM] - Dougie Hamilton was added to New Jersey Devils.
429,[2025-08-15 2:37:08 PM] - Cam Fowler was added to St. Louis Blues.
430,[2025-08-15 2:37:08 PM] - Roman Josi was added to Nashville Predators.
431,[2025-08-15 2:37:08 PM] - Seth Jones was added to Florida Panthers.
432,[2025-08-15 2:37:08 PM] - Mattias Ekholm was added to Edmonton Oilers.
433,[2025-08-15 2:37:08 PM] - Kris Letang was added to Pittsburgh Penguins.
434,[2025-08-15 2:37:08 PM] - William Karlsson was added to Vegas Golden Knights.
435,[2025-08-15 2:37:08 PM] - Danton Heinen was added to Pittsburgh Penguins.
436,[2025-08-15 2:37:08 PM] - Jordan Eberle was added to Seattle Kraken.
437,[2025-08-15 2:37:08 PM] - Dante Fabbro was added to Columbus Blue Jackets.
438,[2025-08-15 2:37:08 PM] - Alex Turcotte was added to Los Angeles Kings.
439,[2025-08-15 2:37:08 PM] - Eetu Luostarinen was added to Florida Panthers.
440,[2025-08-15 2:37:08 PM] - Tyler Seguin was added to Dallas Stars.
441,[2025-08-15 2:37:08 PM] - Justin Danforth was added to Columbus Blue Jackets.
442,[2025-08-15 2:37:08 PM] - Brandon Duhaime was added to Washington Capitals.
443,[2025-08-15 2:37:08 PM] - Craig Smith was added to Detroit Red Wings.
444,[2025-08-15 2:37:08 PM] - David Perron was added to Ottawa Senators.
445,[2025-08-15 2:37:08 PM] - Michael Eyssimont was added to Seattle Kraken.
446,[2025-08-15 2:37:08 PM] - Jakub Vrana was added to Nashville Predators.
447,[2025-08-15 2:37:08 PM] - MacKenzie Weegar was added to Calgary Flames.
448,[2025-08-15 2:37:08 PM] - Moritz Seider was added to Detroit Red Wings.
449,[2025-08-15 2:37:08 PM] - Phillip Danault was added to Los Angeles Kings.
450,[2025-08-15 2:37:08 PM] - Max Domi was added to Toronto Maple Leafs.
451,[2025-08-15 2:37:08 PM] - Travis Sanheim was added to Philadelphia Flyers.
452,[2025-08-15 2:37:08 PM] - Philip Broberg was added to St. Louis Blues.
453,[2025-08-15 2:37:08 PM] - Teddy Blueger was added to Vancouver Canucks.
454,[2025-08-15 2:37:08 PM] - Nils Hoglander was added to Vancouver Canucks.
455,[2025-08-15 2:37:08 PM] - Vasily Podkolzin was added to Edmonton Oilers.
456,[2025-08-15 2:37:08 PM] - Lukas Reichel was added to Chicago Blackhawks.
457,[2025-08-15 2:37:08 PM] - Jake Middleton was added to Minnesota Wild.
458,[2025-08-15 2:37:08 PM] - Gage Goncalves was added to Tampa Bay Lightning.
459,[2025-08-15 2:37:08 PM] - Nick Bjugstad was added to Utah Mammoth.
460,[2025-08-15 2:37:08 PM] - Steven Lorentz was added to Toronto Maple Leafs.
461,[2025-08-15 2:37:08 PM] - Parker Kelly was added to Colorado Avalanche.
462,[2025-08-15 2:37:08 PM] - Matias Maccelli was added to Utah Mammoth.
463,[2025-08-15 2:37:08 PM] - Jack Drury was added to Colorado Avalanche.
464,[2025-08-15 2:37:08 PM] - Fedor Svechkov was added to Nashville Predators.
465,[2025-08-15 2:37:08 PM] - Joe Veleno was added to Chicago Blackhawks.
466,[2025-08-15 2:37:08 PM] - Robby Fabbri was added to Anaheim Ducks.
467,[2025-08-15 2:37:08 PM] - Nathan Walker was added to St. Louis Blues.
468,[2025-08-15 2:37:08 PM] - Trent Frederic was added to Edmonton Oilers.
469,[2025-08-15 2:37:08 PM] - Pierre Engvall was added to New York Islanders.
470,[2025-08-15 2:37:08 PM] - Morgan Barron was added to Winnipeg Jets.
471,[2025-08-15 2:37:08 PM] - Conor Geekie was added to Tampa Bay Lightning.
472,[2025-08-15 2:37:08 PM] - Marc Gatcomb was added to New York Islanders.
473,[2025-08-15 2:37:08 PM] - Shea Theodore was added to Vegas Golden Knights.
474,[2025-08-15 2:37:08 PM] - Shayne Gostisbehere was added to Carolina Hurricanes.
475,[2025-08-15 2:37:08 PM] - Luke Hughes was added to New Jersey Devils.
476,[2025-08-15 2:37:08 PM] - Morgan Rielly was added to Toronto Maple Leafs.
477,[2025-08-15 2:37:08 PM] - Jake Walman was added to Edmonton Oilers.
478,[2025-08-15 2:37:08 PM] - Owen Power was added to Buffalo Sabres.
479,[2025-08-15 2:37:08 PM] - Bowen Byram was added to Buffalo Sabres.
480,[2025-08-15 2:37:08 PM] - Ivan Provorov was added to Columbus Blue Jackets.
481,[2025-08-15 2:37:08 PM] - Jared Spurgeon was added to Minnesota Wild.
482,[2025-08-15 2:37:08 PM] - Yanni Gourde was added to Tampa Bay Lightning.
483,[2025-08-15 2:37:08 PM] - Simon Edvinsson was added to Detroit Red Wings.
484,[2025-08-15 2:37:08 PM] - Michael Kesselring was added to Utah Mammoth.
485,[2025-08-15 2:37:08 PM] - Adam Larsson was added to Seattle Kraken.
486,[2025-08-15 2:37:08 PM] - K'Andre Miller was added to New York Rangers.
487,[2025-08-15 2:37:08 PM] - Taylor Raddysh was added to Washington Capitals.
488,[2025-08-15 2:37:08 PM] - Brett Kulak was added to Edmonton Oilers.
489,[2025-08-15 2:37:08 PM] - Charlie McAvoy was added to Boston Bruins.
490,[2025-08-15 2:37:08 PM] - Colton Sissons was added to Nashville Predators.
491,[2025-08-15 2:37:08 PM] - Nikolai Kovalenko was added to San Jose Sharks.
492,[2025-08-15 2:37:08 PM] - Olen Zellweger was added to Anaheim Ducks.
493,[2025-08-15 2:37:08 PM] - Jamie Drysdale was added to Philadelphia Flyers.
494,[2025-08-15 2:37:08 PM] - Boone Jenner was added to Columbus Blue Jackets.
495,[2025-08-15 2:37:08 PM] - Jakob Pelletier was added to Philadelphia Flyers.
496,[2025-08-15 2:37:08 PM] - Josh Doan was added to Utah Mammoth.
497,[2025-08-15 2:37:08 PM] - Michael Carcone was added to Utah Mammoth.
498,[2025-08-15 2:37:08 PM] - Pontus Holmberg was added to Toronto Maple Leafs.
499,[2025-08-15 2:37:08 PM] - Jalen Chatfield was added to Carolina Hurricanes.
500,[2025-08-15 2:37:08 PM] - Tomas Tatar was added to New Jersey Devils.
501,[2025-08-15 2:37:08 PM] - Casey Cizikas was added to New York Islanders.
502,[2025-08-15 2:37:08 PM] - Jason Dickinson was added to Chicago Blackhawks.
503,[2025-08-15 2:37:08 PM] - Yegor Chinakhov was added to Columbus Blue Jackets.
504,[2025-08-15 2:37:08 PM] - Yakov Trenin was added to Minnesota Wild.
505,[2025-08-15 2:37:08 PM] - Philipp Kurashev was added to Chicago Blackhawks.
506,[2025-08-15 2:37:08 PM] - Dakota Joshua was added to Vancouver Canucks.
507,[2025-08-15 2:37:08 PM] - Nico Sturm was added to Florida Panthers.
508,[2025-08-15 2:37:08 PM] - Tanner Jeannot was added to Los Angeles Kings.
509,[2025-08-15 2:37:08 PM] - Aatu Raty was added to Vancouver Canucks.
510,[2025-08-15 2:37:08 PM] - Anthony Duclair was added to New York Islanders.
511,[2025-08-15 2:37:08 PM] - Lane Hutson was added to Montreal Canadiens.
512,[2025-08-15 2:37:08 PM] - Darren Raddysh was added to Tampa Bay Lightning.
513,[2025-08-15 2:37:08 PM] - Mike Matheson was added to Montreal Canadiens.
514,[2025-08-15 2:37:08 PM] - Brent Burns was added to Carolina Hurricanes.
515,[2025-08-15 2:37:08 PM] - Dmitry Orlov was added to Carolina Hurricanes.
516,[2025-08-15 2:37:08 PM] - Jaccob Slavin was added to Carolina Hurricanes.
517,[2025-08-15 2:37:08 PM] - Damon Severson was added to Columbus Blue Jackets.
518,[2025-08-15 2:37:08 PM] - Sam Steel was added to Dallas Stars.
519,[2025-08-15 2:37:08 PM] - Tyler Myers was added to Vancouver Canucks.
520,[2025-08-15 2:37:08 PM] - Mikey Anderson was added to Los Angeles Kings.
521,[2025-08-15 2:37:08 PM] - Cody Glass was added to New Jersey Devils.
522,[2025-08-15 2:37:08 PM] - Niko Mikkola was added to Florida Panthers.
523,[2025-08-15 2:37:08 PM] - Braden Schneider was added to New York Rangers.
524,[2025-08-15 2:37:08 PM] - Mathew Barzal was added to New York Islanders.
525,[2025-08-15 2:37:08 PM] - Dylan Samberg was added to Winnipeg Jets.
526,[2025-08-15 2:37:08 PM] - Oskar Sundqvist was added to St. Louis Blues.
527,[2025-08-15 2:37:08 PM] - Joel Edmundson was added to Los Angeles Kings.
528,[2025-08-15 2:37:08 PM] - Sam Carrick was added to New York Rangers.
529,[2025-08-15 2:37:08 PM] - Nick Perbix was added to Tampa Bay Lightning.
530,[2025-08-15 2:37:08 PM] - Kaiden Guhle was added to Montreal Canadiens.
531,[2025-08-15 2:37:08 PM] - Colin Blackwell was added to Dallas Stars.
532,[2025-08-15 2:37:08 PM] - Timothy Liljegren was added to San Jose Sharks.
533,[2025-08-15 2:37:08 PM] - A.J. Greer was added to Florida Panthers.
534,[2025-08-15 2:37:08 PM] - Sean Kuraly was added to Columbus Blue Jackets.
535,[2025-08-15 2:37:08 PM] - Juuso Parssinen was added to New York Rangers.
536,[2025-08-15 2:37:08 PM] - Nick Cousins was added to Ottawa Senators.
537,[2025-08-15 2:37:08 PM] - Kasperi Kapanen was added to Edmonton Oilers.
538,[2025-08-15 2:37:08 PM] - Justin Barron was added to Nashville Predators.
539,[2025-08-15 2:37:08 PM] - Tye Kartye was added to Seattle Kraken.
540,[2025-08-15 2:37:08 PM] - Trevor Lewis was added to Los Angeles Kings.
541,[2025-08-15 2:37:08 PM] - Alexandre Texier was added to St. Louis Blues.
542,[2025-08-15 2:37:08 PM] - Adam Klapka was added to Calgary Flames.
543,[2025-08-15 2:37:08 PM] - Brett Berard was added to New York Rangers.
544,[2025-08-15 2:37:08 PM] - John Carlson was added to Washington Capitals.
545,[2025-08-15 2:37:08 PM] - Filip Hronek was added to Vancouver Canucks.
546,[2025-08-15 2:37:08 PM] - Darnell Nurse was added to Edmonton Oilers.
547,[2025-08-15 2:37:08 PM] - Mason Lohrei was added to Boston Bruins.
548,[2025-08-15 2:37:08 PM] - Brandt Clarke was added to Los Angeles Kings.
549,[2025-08-15 2:37:08 PM] - Vladislav Gavrikov was added to Los Angeles Kings.
550,[2025-08-15 2:37:08 PM] - Esa Lindell was added to Dallas Stars.
551,[2025-08-15 2:37:08 PM] - Miro Heiskanen was added to Dallas Stars.
552,[2025-08-15 2:37:08 PM] - Ryker Evans was added to Seattle Kraken.
553,[2025-08-15 2:37:08 PM] - Ryan Pulock was added to New York Islanders.
554,[2025-08-15 2:37:08 PM] - Brayden McNabb was added to Vegas Golden Knights.
555,[2025-08-15 2:37:08 PM] - Pavel Mintyukov was added to Anaheim Ducks.
556,[2025-08-15 2:37:08 PM] - Nate Schmidt was added to Florida Panthers.
557,[2025-08-15 2:37:08 PM] - Brett Leason was added to Anaheim Ducks.
558,[2025-08-15 2:37:08 PM] - Mario Ferraro was added to San Jose Sharks.
559,[2025-08-15 2:37:08 PM] - Sean Walker was added to Carolina Hurricanes.
560,[2025-08-15 2:37:08 PM] - Zachary L'Heureux was added to Nashville Predators.
561,[2025-08-15 2:37:08 PM] - Radek Faksa was added to St. Louis Blues.
562,[2025-08-15 2:37:08 PM] - Sam Malinski was added to Colorado Avalanche.
563,[2025-08-15 2:37:08 PM] - Will Borgen was added to New York Rangers.
564,[2025-08-15 2:37:08 PM] - Mark Kastelic was added to Boston Bruins.
565,[2025-08-15 2:37:08 PM] - Michael McCarron was added to Nashville Predators.
566,[2025-08-15 2:37:08 PM] - Max Pacioretty was added to Toronto Maple Leafs.
567,[2025-08-15 2:37:08 PM] - David Kampf was added to Toronto Maple Leafs.
568,[2025-08-15 2:37:08 PM] - Alec Martinez was added to Chicago Blackhawks.
569,[2025-08-15 2:37:08 PM] - Nicolas Hague was added to Vegas Golden Knights.
570,[2025-08-15 2:37:08 PM] - Marat Khusnutdinov was added to Boston Bruins.
571,[2025-08-15 2:37:08 PM] - Noel Acciari was added to Pittsburgh Penguins.
572,[2025-08-15 2:37:08 PM] - Collin Graf was added to San Jose Sharks.
573,[2025-08-15 2:37:08 PM] - Jakub Lauko was added to Boston Bruins.
574,[2025-08-15 2:37:08 PM] - Vinnie Hinostroza was added to Minnesota Wild.
575,[2025-08-15 2:37:08 PM] - Kevin Rooney was added to Calgary Flames.
576,[2025-08-15 2:37:08 PM] - Adam Edstrom was added to New York Rangers.
577,[2025-08-15 2:37:08 PM] - Ivan Ivan was added to Colorado Avalanche.
578,[2025-08-15 2:37:08 PM] - Jimmy Vesey was added to Colorado Avalanche.
579,[2025-08-15 2:37:08 PM] - Rasmus Kupari was added to Winnipeg Jets.
580,[2025-08-15 2:37:08 PM] - Barclay Goodrow was added to San Jose Sharks.
