InternalNumber,UniqueID,Name,URLLink,Team,Country,AgeDate,Age,Weight,Height,PosC,PosLW,PosRW,PosD,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,ExcludeFromSalaryCap,ProSalaryInFarm,StarPower,SalaryAverage,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,NHLID,DraftYear,DraftOverallPick,DraftOriginalTeam,Retire,Jersey,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,CK,FG,DI,SK,ST,EN,DU,PH,FO,PA,SC,DF,PS,EX,LD,PO,MO,Overall,ProGP,ProShots,ProG,ProA,ProPoint,ProPlusMinus,ProPim,Pro5Pim,ProShotsBlock,ProOwnShotsBlock,ProOwnShotsMissGoal,ProHits,ProHitsTook,ProGW,ProGT,ProFaceOffWon,ProFaceOffTotal,ProPenalityShotsScore,ProPenalityShotsTotal,ProEmptyNetGoal,ProSecondPlay,ProHatTrick,ProPPG,ProPPA,ProPPShots,ProPPSecondPlay,ProPKG,ProPKA,ProPKShots,ProPKSecondPlay,ProGiveAway,ProTakeAway,ProPuckPossesionTime,ProFightW,ProFightL,ProFightT,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGP,FarmShots,FarmG,FarmA,FarmPoint,FarmPlusMinus,FarmPim,Farm5Pim,FarmShotsBlock,FarmOwnShotsBlock,FarmOwnShotsMissGoal,FarmHits,FarmHitsTook,FarmGW,FarmGT,FarmFaceOffWon,FarmFaceOffTotal,FarmPenalityShotsScore,FarmPenalityShotsTotal,FarmEmptyNetGoal,FarmSecondPlay,FarmHatTrick,FarmPPG,FarmPPA,FarmPPShots,FarmPPSecondPlay,FarmPKG,FarmPKA,FarmPKShots,FarmPKSecondPlay,FarmGiveAway,FarmTakeAway,FarmPuckPossesionTime,FarmFightW,FarmFightL,FarmFightT,FarmStar(1),FarmStar(2),FarmStar(3),GameInRowWithAGoal,GameInRowWithAPoint,GameInRowWithOutAGoal,GameInRowWithOutAPoint,FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,Empty6
33,32,Aleksanteri Kaskimaki,https://www.nhl.com/player/8483463,0,FIN,2004-02-06,21,181,71,True,False,False,False,3,False,False,False,False,False,True,True,False,False,False,0,2238000,2238000,2238000,2238000,0,0,0,0,0,0,0,,0,100,0,8483463,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,60,36,95,61,69,77,71,59,69,62,57,56,58,61,63,66,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34,33,Aleksi Heimosalmi,https://www.nhl.com/player/8482860,0,FIN,2003-05-08,22,181,72,False,False,False,True,3,False,False,False,False,False,True,True,False,False,False,0,1823000,1823000,1823000,1823000,0,0,0,0,0,0,0,,0,100,0,8482860,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,62,38,85,58,71,66,70,56,30,55,54,53,46,62,64,74,40,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35,34,Alex Alexeyev,https://www.nhl.com/player/8480823,0,RUS,1999-11-15,25,229,76,False,False,False,True,4,False,False,False,False,False,True,True,False,False,False,0,2772000,2772000,2772000,2772000,2772000,0,0,0,0,0,0,,0,100,0,8480823,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,68,38,95,64,92,81,68,62,30,66,58,64,50,65,68,74,40,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36,35,Alex Barre-Boulet,https://www.nhl.com/player/8479718,0,CAN,1997-05-21,28,178,70,True,False,False,False,4,False,False,False,False,False,True,True,False,False,False,0,4049000,4049000,4049000,4049000,4049000,0,0,0,0,0,0,,0,100,0,8479718,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,62,36,85,65,68,87,83,64,70,66,62,61,63,68,70,36,40,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37,36,Alex Beaucage,https://www.nhl.com/player/8481595,0,CAN,2001-07-25,24,192,73,False,False,True,False,3,False,False,False,False,False,True,True,False,False,False,0,2181000,2181000,2181000,2181000,0,0,0,0,0,0,0,,0,100,0,8481595,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,67,38,90,58,76,75,67,57,53,56,54,55,58,64,66,63,40,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,37,Alex Belzile,https://www.nhl.com/player/8475968,0,CAN,1991-08-31,34,196,72,False,False,True,False,5,False,False,False,False,False,True,True,False,False,False,0,2474000,2474000,2474000,2474000,2474000,2474000,0,0,0,0,0,,0,100,0,8475968,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,65,44,63,66,74,94,84,65,71,67,61,63,64,74,76,23,40,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39,38,Alex Campbell,https://www.nhl.com/player/8481619,0,CAN,2001-02-27,24,182,72,False,True,False,False,4,False,False,False,False,False,True,True,False,False,False,0,1843000,1843000,1843000,1843000,1843000,0,0,0,0,0,0,,0,100,0,8481619,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,62,36,95,56,71,74,64,55,52,56,57,54,53,63,66,65,40,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,39,Alex DeBrincat,https://www.nhl.com/player/8479337,10,USA,1997-12-18,27,180,68,False,False,True,False,3,False,False,False,False,False,True,True,False,False,False,0,3364000,3364000,3364000,3364000,0,0,0,0,0,0,0,,0,99,0,8479337,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,65,42,88,82,64,88,90,83,58,78,81,65,80,74,72,62,38,73,4,22,4,2,6,-2,2,0,1,2,8,5,2,0,0,0,6,0,0,0,5128,0,3,1,5,841,0,0,1,502,15,1,1225,0,0,0,0,2,0,130,935,935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,
41,40,Alex Gallant,https://www.nhl.com/player/8479176,0,CAN,1992-12-08,32,177,72,True,False,False,False,5,False,False,False,False,False,True,True,False,False,False,0,3218000,3218000,3218000,3218000,3218000,3218000,0,0,0,0,0,,0,100,0,8479176,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,77,86,50,54,70,63,75,53,57,52,51,55,54,73,75,26,40,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,41,Alex Iafallo,https://www.nhl.com/player/8480113,32,USA,1993-12-21,31,201,72,False,True,False,False,2,False,False,False,False,False,True,True,False,False,False,0,3661000,3661000,3661000,0,0,0,0,0,0,0,0,,0,100,0,8480113,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,64,38,95,70,75,84,90,67,58,66,65,82,69,77,74,27,39,69,3,0,0,1,1,-1,0,0,1,1,1,1,6,0,0,0,1,0,0,0,2468,0,0,0,0,0,0,0,0,183,0,0,206,0,0,0,0,0,0,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,
43,42,Alex Jefferies,https://www.nhl.com/player/8482154,0,USA,2001-11-08,23,195,72,False,True,False,False,4,False,False,False,False,False,True,True,False,False,False,0,2394000,2394000,2394000,2394000,2394000,0,0,0,0,0,0,,0,100,0,8482154,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,64,37,92,59,73,86,73,57,62,58,59,56,61,64,66,57,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44,43,Alex Kannok-Leipert,https://www.nhl.com/player/8480998,0,CAN,2000-07-20,25,190,72,False,False,False,True,4,False,False,False,False,False,True,True,False,False,False,0,1878000,1878000,1878000,1878000,1878000,0,0,0,0,0,0,,0,100,0,8480998,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,73,77,65,55,72,63,78,52,30,54,53,56,45,65,67,47,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,44,Alex Kerfoot,https://www.nhl.com/player/8477021,0,CAN,1994-08-11,31,185,71,True,False,False,False,5,False,False,False,False,False,True,True,False,False,False,0,3332000,3332000,3332000,3332000,3332000,3332000,0,0,0,0,0,,0,100,0,8477021,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,68,34,92,72,69,87,90,69,79,73,65,88,68,77,73,38,40,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46,45,Alex Killorn,https://www.nhl.com/player/8473986,1,CAN,1989-09-14,36,192,73,False,True,False,False,2,False,False,False,False,False,True,True,False,False,False,0,4952000,4952000,4952000,0,0,0,0,0,0,0,0,,0,100,0,8473986,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,70,35,82,71,76,88,87,72,57,70,73,75,71,86,81,31,40,71,3,8,2,1,3,1,0,0,1,3,7,0,5,0,0,1,3,0,0,0,3082,0,1,1,4,468,0,0,0,272,1,0,246,0,0,0,0,0,0,260,520,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,
47,46,Alex Laferriere,https://www.nhl.com/player/8482155,13,USA,2001-10-28,23,205,73,False,False,True,False,4,False,False,False,False,False,True,True,False,False,False,0,1612000,1612000,1612000,1612000,1612000,0,0,0,0,0,0,,0,100,0,8482155,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,74,52,87,71,78,85,90,72,57,68,70,65,71,64,67,63,39,68,4,8,0,1,1,0,2,0,0,1,8,6,2,0,0,0,1,0,0,0,3242,0,0,0,0,0,0,0,0,0,5,1,460,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,
48,47,Alex Limoges,https://www.nhl.com/player/8482639,0,USA,1997-09-16,28,201,73,True,False,False,False,4,False,False,False,False,False,True,True,False,False,False,0,2745000,2745000,2745000,2745000,2745000,0,0,0,0,0,0,,0,100,0,8482639,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,69,37,93,66,78,80,81,64,73,65,63,62,66,69,70,36,40,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
49,48,Alex Newhook,https://www.nhl.com/player/8481618,15,CAN,2001-01-28,24,200,71,True,False,False,False,3,False,False,False,False,False,True,True,False,False,False,0,1764000,1764000,1764000,1764000,0,0,0,0,0,0,0,,0,100,0,8481618,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,69,34,91,74,72,86,87,72,75,68,70,63,73,65,67,82,42,68,4,1,0,0,0,-1,0,0,1,1,0,0,0,0,0,2,2,0,0,0,818,0,0,0,0,0,0,0,0,60,1,0,115,0,0,0,0,0,0,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,
50,49,Alex Nylander,https://www.nhl.com/player/8479423,0,SWE,1998-03-02,27,205,73,False,True,False,False,5,False,False,False,False,False,True,True,False,False,False,0,1501000,1501000,1501000,1501000,1501000,1501000,0,0,0,0,0,,0,100,0,8479423,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,67,38,93,69,78,91,86,68,59,62,70,63,71,67,69,74,40,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51,50,Alex Ovechkin,https://www.nhl.com/player/8471214,31,RUS,1985-09-17,40,238,75,False,True,False,False,2,False,False,False,False,False,True,True,False,False,False,0,3358000,3358000,3358000,0,0,0,0,0,0,0,0,,0,96,0,8471214,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,77,38,93,80,91,89,87,81,53,78,88,65,86,94,96,32,47,77,4,27,4,4,8,1,2,0,2,6,16,6,4,1,0,11,30,0,0,0,6096,0,0,2,6,983,1,0,2,619,9,0,1161,0,0,0,0,1,2,95,1480,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,
52,51,Alex Pietrangelo,https://www.nhl.com/player/8474565,30,CAN,1990-01-18,35,215,75,False,False,False,True,3,False,False,False,False,False,True,True,False,False,False,0,4001000,4001000,4001000,4001000,0,0,0,0,0,0,0,,0,100,0,8474565,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,65,37,91,73,86,93,85,71,30,81,60,90,54,88,77,46,42,76,4,7,0,2,2,1,0,0,11,3,6,1,10,0,0,0,0,0,0,0,6274,0,0,0,0,654,0,0,1,676,0,7,442,0,0,0,0,0,0,0,425,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,
53,52,Alex Steeves,https://www.nhl.com/player/8482634,27,USA,1999-12-10,25,202,72,True,False,False,False,2,False,False,False,False,False,True,True,False,False,False,0,2749000,2749000,2749000,0,0,0,0,0,0,0,0,,0,100,0,8482634,0,0,0,False,0,1,0,0,0,0,0,0,0,0,0,74,38,82,67,75,89,85,65,69,63,66,61,64,67,68,42,46,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,3,2,5,3,2,0,1,3,11,10,6,0,0,17,36,0,0,0,3366,0,1,1,2,343,0,0,0,310,7,2,698,0,0,0,1,1,0,2,2,0,0,725,1190,1190,
54,53,Alex Swetlikoff,https://www.nhl.com/player/8483820,0,CAN,2001-07-06,24,206,75,False,True,False,False,5,False,False,False,False,False,True,True,False,False,False,0,1385000,1385000,1385000,1385000,1385000,1385000,0,0,0,0,0,,0,100,0,8483820,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,76,39,92,55,85,73,72,54,57,53,56,58,55,64,66,43,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
55,54,Alex Tuch,https://www.nhl.com/player/8477949,3,USA,1996-05-10,29,219,76,False,False,True,False,4,False,False,False,False,False,True,True,False,False,False,0,3296000,3296000,3296000,3296000,3296000,0,0,0,0,0,0,,0,95,0,8477949,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,69,53,79,80,90,88,90,77,76,79,79,92,74,73,75,67,46,77,4,17,2,6,8,3,8,0,4,7,7,6,7,0,0,15,37,0,0,0,6075,0,1,3,4,759,0,0,0,1268,8,3,765,0,0,0,1,0,0,35,1160,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,
56,55,Alex Turcotte,https://www.nhl.com/player/8481532,13,USA,2001-02-26,24,185,71,True,False,False,False,3,False,False,False,False,False,True,True,False,False,False,0,2298000,2298000,2298000,2298000,0,0,0,0,0,0,0,,0,100,0,8481532,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,64,36,90,71,70,79,83,67,72,68,62,63,69,64,66,86,42,65,4,4,0,0,0,0,0,0,1,0,3,1,3,0,0,7,19,0,0,0,1425,0,0,0,0,0,0,0,0,64,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,
57,56,Alex Vlasic,https://www.nhl.com/player/8481568,6,USA,2001-06-05,24,217,78,False,False,False,True,2,False,False,False,False,False,True,True,False,False,False,0,1968000,1968000,1968000,0,0,0,0,0,0,0,0,,0,99,0,8481568,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,67,48,89,68,96,93,90,66,30,75,57,87,50,64,67,72,34,73,5,7,0,1,1,-6,0,0,11,4,3,6,15,0,0,0,0,0,0,0,7820,0,0,0,2,1065,0,1,0,1176,0,6,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,
58,57,Alexander Holtz,https://www.nhl.com/player/8482125,30,SWE,2002-01-23,23,198,72,False,False,True,False,5,False,False,False,False,False,True,True,False,False,False,0,2150000,2150000,2150000,2150000,2150000,2150000,0,0,0,0,0,,0,99,0,8482125,0,0,0,False,0,1,0,0,0,0,0,0,0,0,0,65,37,94,69,74,81,89,69,64,64,68,62,69,63,65,86,46,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,10,6,16,8,0,0,6,5,19,3,3,1,0,16,35,0,0,0,6001,1,2,2,4,570,0,0,0,207,17,8,1267,0,0,0,0,1,2,1,1,0,0,180,3375,3375,
59,58,Alexander Petrovic,https://www.nhl.com/player/8475755,0,CAN,1992-03-03,33,211,77,False,False,False,True,1,False,False,False,False,False,True,True,False,False,False,0,4175000,4175000,0,0,0,0,0,0,0,0,0,,0,100,0,8475755,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,82,71,74,60,92,80,85,58,30,59,57,62,45,74,75,45,40,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60,59,Alexander Romanov,https://www.nhl.com/player/8481014,18,RUS,2000-01-06,25,220,73,False,False,False,True,1,False,False,False,False,False,True,True,False,False,False,0,1890000,1890000,0,0,0,0,0,0,0,0,0,,0,100,0,8481014,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,79,36,92,66,81,92,87,65,30,73,63,83,55,67,68,72,42,72,3,5,0,1,1,0,0,0,6,3,4,5,7,0,0,0,0,0,0,0,3647,0,0,0,0,470,0,0,0,553,1,2,241,0,0,0,0,0,0,0,345,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,
61,60,Alexander Wennberg,https://www.nhl.com/player/8477505,23,SWE,1994-09-22,31,190,74,True,False,False,False,2,False,False,False,False,False,True,True,False,False,False,0,2982000,2982000,2982000,0,0,0,0,0,0,0,0,,0,100,0,8477505,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,63,36,94,72,78,89,90,69,77,72,63,83,66,80,74,65,39,71,3,5,0,2,2,1,0,0,3,3,4,5,6,0,0,16,38,0,1,0,3774,0,0,0,0,682,0,0,0,321,2,5,502,0,0,0,0,0,0,25,365,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,
62,61,Alexandre Carrier,https://www.nhl.com/player/8478851,15,CAN,1996-10-08,28,174,71,False,False,False,True,3,False,False,False,False,False,True,True,False,False,False,0,5055000,5055000,5055000,5055000,0,0,0,0,0,0,0,,0,100,0,8478851,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,70,33,82,67,69,90,89,65,30,75,58,86,51,70,72,48,42,72,4,3,0,1,1,0,0,0,7,1,3,4,10,0,0,0,0,0,0,0,4977,0,0,0,0,610,0,0,1,745,0,2,295,0,0,0,0,0,0,200,285,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,
63,62,Alexandre Doucet,https://www.nhl.com/player/8484107,0,CAN,2002-01-12,23,192,72,False,True,False,False,2,False,False,False,False,False,True,True,False,False,False,0,1189000,1189000,1189000,0,0,0,0,0,0,0,0,,0,100,0,8484107,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,64,39,82,57,73,67,72,56,53,55,54,58,56,63,65,45,40,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
64,63,Alexandre Texier,https://www.nhl.com/player/8480074,25,FRA,1999-09-13,26,201,73,True,False,False,False,3,False,False,False,False,False,True,True,False,False,False,0,2131000,2131000,2131000,2131000,0,0,0,0,0,0,0,,0,100,0,8480074,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,66,36,86,73,78,84,80,68,65,69,66,75,73,67,69,70,39,68,4,5,0,1,1,3,0,0,2,3,5,6,1,0,0,5,12,0,0,0,2190,0,0,0,0,75,0,1,3,190,2,0,158,0,0,0,0,0,0,210,390,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,
65,64,Alexey Toropchenko,https://www.nhl.com/player/8480281,25,RUS,1999-06-25,26,222,78,False,False,True,False,1,False,False,False,False,False,True,True,False,False,False,0,2705000,2705000,0,0,0,0,0,0,0,0,0,,0,99,0,8480281,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,81,52,89,69,97,80,90,65,56,61,62,76,64,67,69,57,38,68,4,4,0,0,0,-1,2,0,1,2,2,7,8,0,0,1,2,0,0,0,4409,0,0,0,0,670,0,0,0,0,0,0,186,0,0,0,0,0,0,200,215,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,
66,65,Alexis Gendron,https://www.nhl.com/player/8483697,0,CAN,2003-12-30,21,175,69,False,False,True,False,3,False,False,False,False,False,True,True,False,False,False,0,2161000,2161000,2161000,2161000,0,0,0,0,0,0,0,,0,100,0,8483697,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,55,38,76,61,64,84,74,58,55,54,62,53,60,62,64,51,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67,66,Alexis Lafreniere,https://www.nhl.com/player/8482109,0,CAN,2001-10-11,23,196,74,False,True,False,False,4,False,False,False,False,False,True,True,False,False,False,0,1903000,1903000,1903000,1903000,1903000,0,0,0,0,0,0,,0,100,0,8482109,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,71,36,85,76,80,88,90,77,55,74,74,65,76,66,70,89,40,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
